Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Tofani, A.S., Hadi, M.P.","57207848584; 57203835393","Total maximum daily load of bod in urbanized Belik River, Yogyakarta",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012078,,,,,10.1088/1755-1315/451/1/012078,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083024336&partnerID=40&md5=9e8e006354cf3e63dbf308bbc8a13a1d",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083024336
"Budiman, L.S., Adlina, L., Aisyah, D.A.N., Irfan, M., Diadasa, N.Q., Zain, N.A., Aliyya, R.R., Capilano, A.J., Rofi, A.","57216290202; 57216288511; 57216288755; 57213822102; 57216286918; 57216287536; 57216287083; 57216288514; 14054881300","Livelihood strategies of farmer households in the face of changing weather patterns: A case study from Sangiran Region",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012096,,,,,10.1088/1755-1315/451/1/012096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083024043&partnerID=40&md5=faa26b37600acd38ab54866c8944d0e2",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083024043
"Astuti, E.S., Rahmawati, A.I., Setyawan, A., Alghozali, Q., Agniy, R.F., Fauzi, D.R., Mahrizkhal, D.S., Nurkholis, A., Pratama, A.D., Dwiputra, D.S., Laksono, G.E., Siswanto, A.D., Adji, T.N., Haryono, E.","57217519388; 57212143894; 57210139744; 57211890134; 57202306477; 57207458599; 57216289875; 57202301696; 57216287747; 57207847720; 57216289546; 57190609947; 54987826800; 6508073148","A groundwater tracing investigation to determine Kalisirah Karst Springs catchment area, Kebumen Regency, Central Java",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012072,,,,,10.1088/1755-1315/451/1/012072,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083023917&partnerID=40&md5=af9dcc3aa8e57174a68a4b6509bb5b64",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083023917
"Sukmaniar, Pitoyo, A.J., Kurniawan, A.","57216288890; 56868648100; 57216288112","Vulnerability of economic resilience of slum settlements in the City of Palembang",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012106,,,,,10.1088/1755-1315/451/1/012106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083023864&partnerID=40&md5=8910cb207714b8023d2710eb29832bc8",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083023864
"Damayanti, E., Suprayogi, S.","57216287610; 55604892600","Study of shrimp pond effluent purification on mangrove ecosystem of River Pasir Jangkaran Village Kulon Progo Regency",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012073,,,,,10.1088/1755-1315/451/1/012073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083023789&partnerID=40&md5=606a02fa078317120ea5ac070732199a",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083023789
"Harini, R., Ramadhan, C., Rudi, F.S.","57191892542; 57216288757; 57216288702","Agricultural resource potential for improving food security and community welfare in Penimbun Village, Karanggayam, Kebumen, Central Java",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012041,,,,,10.1088/1755-1315/451/1/012041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083023497&partnerID=40&md5=9d2791c0ddc01f450f72f90a7f145634",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083023497
"Min Htun, M., Sapto Surjono, S., Setyowiyoto, J.","57216290116; 57216287466; 56199535800","Granulometry analysis of Ngrayong sandstone, Tempuran Area, Rembang Zone, North East Java Basin",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012082,,,,,10.1088/1755-1315/451/1/012082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083037314&partnerID=40&md5=6f1eb0240de1cba57fd77b317cf8de7a",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083037314
"Putri, R.F., Aji, A., Sulistya, A.R.","55574444300; 57216290185; 57216287247","Land priority area for agribusiness development based on human and economic resources in Central Java",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012020,,,,,10.1088/1755-1315/451/1/012020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083036002&partnerID=40&md5=1e9447106dd8d8d9000287465d96c711",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083036002
"Saputra, W., Rum Giyarsih, S., Joko Pitoyo, A.","57216287972; 57216289189; 57216287953","Online transportation workers in Palembang City: Context and characteristics",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012100,,,,,10.1088/1755-1315/451/1/012100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083035539&partnerID=40&md5=970872be8163a60fb6941d09e569de19",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083035539
"Adzima, A.F., Setiawan, M.A., Mardiatno, D.","57216288127; 57201676127; 15846165300","Classification of anthropogenic landforms in the rural area: Study case Bompon catchment, Central Java.",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012039,,,,,10.1088/1755-1315/451/1/012039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083035023&partnerID=40&md5=87a56af16294a56acdcaded259b76957",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083035023
"Ismanto, H., Hartono, H., Marfai, M.A.","57209450437; 57211266801; 22951320200","Visibility Estimation Due to Forest Fire Smoke Using Backward Elimination Multiple Regression of Himawari-8 Satellite Data over Sumatera and Borneo Island Indonesia",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012086,,,,,10.1088/1755-1315/451/1/012086,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083032451&partnerID=40&md5=e28c0c43c8ff673c0732ef28d796d034",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083032451
"Lisan, A.R.K., Putri, R.F.","57216290036; 55574444300","Strengthening national adaptation in dealing with Mega Sea level rise migration in Indonesia",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012011,,,,,10.1088/1755-1315/451/1/012011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083032424&partnerID=40&md5=29ac34516925a1146ef8db146d443dbf",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083032424
"Hanjarwati, A., Marfai, M.A., Pramono, M., Rijanta, R.","57216289083; 22951320200; 57216290038; 6503893064","Resilience of persons with paraplegia for earthquake disaster victims in Bantul Regency",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012047,,,,,10.1088/1755-1315/451/1/012047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083032276&partnerID=40&md5=6d63b2bdf67f9b85030689296afeff00",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083032276
"Tristán, A.C., García, M.D.R., Cárdenas, O.R., Ovalle, A.G.C., Putri, R.F.","55750303900; 57217473941; 50861798500; 57216289356; 55574444300","Analysis of sinking incidence in the San Luis Potosí Valley, México",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012009,,,,,10.1088/1755-1315/451/1/012009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083028694&partnerID=40&md5=cbc32a06c40310164cae51ab66da07de",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083028694
"Imanto, H., Hartono, Marfai, M.A.","57216288056; 57201323236; 22951320200","Back-propagation in the neural network of visibility estimation model based on Himawari-8 Satellite during forest fire smoke periods on Sumatera and Borneo Island, Indonesia",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012010,,,,,10.1088/1755-1315/451/1/012010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083028567&partnerID=40&md5=8a1322157e992985f38417967218fb31",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083028567
"Putri, R.F., Sumantyo, J.T.S., Sulistya, A.R.","55574444300; 57216532471; 57216287247","Feasibility analysis of fresh water condition in Mangunan Village - Dlingo Subdistrict after Bantul earthquake of May 27<sup>th</sup> 2006",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012026,,,,,10.1088/1755-1315/451/1/012026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083027526&partnerID=40&md5=614b5fdecd976f42e42ec70799eb93ce",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083027526
"Omar, R.C., Wahab, W.A., Putri, R.F., Roslan, R., Baharuddin, I.N.Z.","35753735300; 56040257700; 55574444300; 57159693200; 55812431300","Solar suitability map for office buildings using integration of remote sensing and Geographical Information System (GIS)",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012032,,,,1,10.1088/1755-1315/451/1/012032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083025497&partnerID=40&md5=eb758f97e081339680509ac60f69a0d1",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083025497
"Tristan, A.C., Ortiz, J.C.M., Ovalle, A.G.C., Cárdenas, O.R., Putri, R.F.","55750303900; 57216289537; 57216289356; 50861798500; 55574444300","Temporal analysis of net radiation in the metropolitan area of San Luis Potosí - México using landsat 5 and 8 satellite images",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012022,,,,,10.1088/1755-1315/451/1/012022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083024727&partnerID=40&md5=813f443b586ff73d9c6ae4ea3c178dce",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083024727
"Malawani, M.N., Subandriyo, Handayani, T., Wicaksono, G.N.","56237671300; 7409680463; 57216288867; 57201433772","Comparative Morphological Differences of Stratovolcanoes in Indonesia",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012016,,,,,10.1088/1755-1315/451/1/012016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083024271&partnerID=40&md5=43ecb022228d29d98676f7bda2e753aa",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083024271
"Fadholi, A., Nurjani, E., Suprayogi, S., Adzani, R.","57204830140; 57190936650; 55604892600; 57215275690","Relationship between extreme rainfall based on GSMaP data with Madden Julian Oscillation (MJO) in Bangka Island",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012084,,,,,10.1088/1755-1315/451/1/012084,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083024104&partnerID=40&md5=159d7e46ab7c36f77e3a657046632d5e",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083024104
"Sukmaniar, Joko Pitoyo, A., Kurniawan, A.","57216288890; 57216287953; 57216288112","Urbanization philosophical perspective of slum settings in the City of Palembang",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012105,,,,,10.1088/1755-1315/451/1/012105,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083023939&partnerID=40&md5=73de3ae3025078dba979395b9eb30c22",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083023939
"Santosa, S.J., Fitriani, D., Aprilita, N.H., Rusdiarso, B.","6701602150; 57193920682; 10039580700; 55681520000","Gallic and salicylic acid-functionalized Mg/Al hydrotalcite as highly effective materials for reductive adsorption of AuCl<inf>4</inf><sup>−</sup>",2020,"Applied Surface Science",507,"", 145115,,,,3,10.1016/j.apsusc.2019.145115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077202062&partnerID=40&md5=bc861d66fa5d813b291d95677936856a",Article,Final,,Scopus,2-s2.0-85077202062
"Astisiasari, Hizbaron, D.R., Setiawan, M.A.","57200420887; 36450403500; 57201676127","Estimation of land surface temperature in Dieng volcanic complex using tir-based satellite imageries",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012066,,,,1,10.1088/1755-1315/451/1/012066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083037839&partnerID=40&md5=21820171cea5dc6a648ae6d8cf3c04f4",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083037839
"Roslan, R., Omar, R.C., Putri, R.F., Wahab, W.A., Baharuddin, I.N.Z., Jaafar, R.","57159693200; 35753735300; 55574444300; 56040257700; 55812431300; 57216287434","Slope stability analysis using Universal Distinct Element Code (UDEC) method",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012081,,,,,10.1088/1755-1315/451/1/012081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083031104&partnerID=40&md5=3f6320bbbfb56831b5c51a8b44049d4b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083031104
"Trihatmoko, E., Sadewa Wiguna, H., Juhadi, Sunarto, Aris Marfai, M.","57202449827; 57216289185; 57194286126; 47161558000; 57211887107","Discovering the river outlet current by using simple field measurement (case study of Kendal Coastal Area)",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012074,,,,,10.1088/1755-1315/451/1/012074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083029574&partnerID=40&md5=3d631fa54a73947206fc9c5c83576111",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083029574
"Pérez, L.A., Tristán, A.C., Barragán, M.L., Ovalle, A.G.C., Putri, R.F.","57216290294; 55750303900; 57216287952; 57216289356; 55574444300","Nitrogen presence diagnosis in the Media Luna water spring, Rioverde-Cd. Fernández, San Luis Potosí, México",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012044,,,,,10.1088/1755-1315/451/1/012044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083027525&partnerID=40&md5=0b3c6b0141d5a90e4dc5fa39719dcdda",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083027525
"Mutaqin, B.W., Marfai, M.A., Helmi, M., Rindarjono, M.G., Windayati, R., Sunarto","55586337500; 22951320200; 57193740263; 57191182393; 57216287802; 47161558000","Spatio-temporal mapping of ecotourism activities in Buleleng conservation zone: A methodological review",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012095,,,,3,10.1088/1755-1315/451/1/012095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083026684&partnerID=40&md5=28154562cb8659c2de3157561d5adb7b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083026684
"Lazcarro, M.G.C., Tristán, A.C., Belitskaya, V.D., Ovalle, A.G.C., Putri, R.F.","57216290166; 55750303900; 57216288353; 57216289356; 55574444300","Comparation of two climate methodologies on Lerma Chapala basin: Moving mean and climate variability indices with RClimDex",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012023,,,,,10.1088/1755-1315/451/1/012023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083026592&partnerID=40&md5=2948c9d9ea36fb8316bc1bb6db13e1f6",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083026592
"Suwito, D., Suratman, Poejirahajoe, E.","57216288985; 53464247400; 57216289107","Peat swamp forest-firesimpacts on local livelihoods: A case study in Kapuas Kahayan Protected Forest Management Unit, Central Kalimantan, Indonesia",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012097,,,,,10.1088/1755-1315/451/1/012097,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083026405&partnerID=40&md5=58b39e3ff195820a16c0d97c77bb6d0b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083026405
"Suryanto, W., Supriyanto, Hartantyo, E., Juhana, T., Budiarjo, Handaru, A.S., Satriani, J.","55872506000; 57216288821; 56461309100; 22734017000; 57216287867; 57216290169; 57216288963","IMU (inertial measurement unit) device for internet of things based disaster early warning system: Applications and innovation",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012015,,,,,10.1088/1755-1315/451/1/012015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083024984&partnerID=40&md5=de947ab3eb27c4f4056033d8efd37366",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083024984
"Rifani, A., Nugroho, A.D., Winaryo, Tyas, D.W., Masduqi, E., Topo, A.H., Hidayanti, R., Masithah, R.A., Romadhon, R.D., Sulissetiyo, T., Reniningsih","57216289387; 37015819400; 36483707100; 57216289307; 57216287830; 57216288841; 57217887987; 57216289417; 57216290174; 57216286908; 57216287742","Development strategies of the agropolitan area in Cilacap Regency",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012021,,,,,10.1088/1755-1315/451/1/012021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083032256&partnerID=40&md5=8930ea1eb52dc6c866de3a98cbd53b17",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083032256
"Pradhita, A.N., Panuluh, D.J.D., Arifin, D.C.V., Waskitho, S., Wiguna, T.S., Syahbudin, A.","57216287479; 57216288533; 57216290175; 57193867768; 57216287814; 57190939900","Maximizing the water resource potential in Girikerto Village, Sine Subdistrict, Ngawi Regency by establishing bottled water home production",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 012036,,,,,10.1088/1755-1315/451/1/012036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083029827&partnerID=40&md5=d48d88796c880f2b871f5c71c7a6418a",Conference Paper,Final,Open Access,Scopus,2-s2.0-85083029827
"Pitoyo, A.J., White, B., Thong, L.B., Wahyuningrum, N., Oemar, A.M.","56868648100; 7401650098; 57216298640; 57216288607; 57216288421","The Third International Conference on Environmental Resources Management in Global Region (ICERM 2019) (Preface)",2020,"IOP Conference Series: Earth and Environmental Science",451,"1", 011001,,,,,10.1088/1755-1315/451/1/011001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083051349&partnerID=40&md5=4e310fdfda1e8844e5b9483b51af9740",Editorial,Final,Open Access,Scopus,2-s2.0-85083051349
